date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (Â°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
2/10/2022,72,61,50,97,81,69,72,100,21360,25500,4140,3390,11190,6780,165,84,300,12690,2022-02-09T22:44:57.000-05:00,2022-02-10T05:49:57.000-05:00,55.64,43,48,0.24,0.26,11.875,81,44,100,60,96,97,207,2345,4620,3402,48480,23040,12060,360,60,2400,1.34375,0,74,65,70,91,65,84,94,67,74
2/11/2022,71,60,40,98,90,72,67,100,21000,23760,2760,2670,10650,7680,96,88,180,11490,2022-02-10T23:40:07.000-05:00,2022-02-11T06:16:07.000-05:00,54.51,47,40,-0.13,0.19,11.75,86,53,95,78,100,97,501,2674,7559,9213,45780,10500,10980,4860,0,14280,1.5625,1,73,63,67,100,73,100,98,55,70
2/13/2022,89,99,96,98,76,76,83,79,31890,39000,7110,6960,17790,7140,159,82,1260,21450,2022-02-12T21:43:46.000-05:00,2022-02-13T08:33:46.000-05:00,57.75,49,52,0.06,0.15,11.875,86,85,95,60,96,97,191,2235,4475,2780,28800,40020,15240,120,0,2220,1.28125,1,81,100,78,74,64,99,100,50,100
2/14/2022,76,73,28,97,93,75,75,97,24120,27120,3000,1920,15510,6690,163,89,390,13530,2022-02-13T23:18:20.000-05:00,2022-02-14T06:50:20.000-05:00,53.01,44,63,0.39,0.29,12.125,81,52,95,60,96,96,231,2325,5283,3959,43440,26640,12300,720,0,3300,1.34375,1,74,74,79,100,75,71,87,56,53
2/15/2022,78,64,65,96,95,82,78,100,21930,24360,2430,4350,12270,5310,109,90,450,12150,2022-02-14T23:32:41.000-05:00,2022-02-15T06:18:41.000-05:00,53.56,46,54,-0.21,0.22,13.625,89,100,95,60,96,97,619,2756,8976,10505,38400,26880,14520,2040,1980,2580,1.59375,1,82,80,77,100,83,98,92,55,100
2/16/2022,83,75,98,96,88,77,67,100,24720,28440,3720,7680,11250,5790,137,87,210,14520,2022-02-15T22:51:54.000-05:00,2022-02-16T06:45:54.000-05:00,54.96,45,45,0.29,0.25,12.5,94,98,100,78,100,99,670,2773,10323,10872,37740,29520,12360,1740,1920,3120,1.59375,0,78,93,79,97,85,80,92,49,54
2/17/2022,74,75,70,99,83,69,23,100,24720,29220,4500,4680,12060,7980,183,85,2610,15240,2022-02-16T22:20:45.000-05:00,2022-02-17T06:27:45.000-05:00,52.2,43,69,-0.07,0.18,12.125,91,53,100,95,100,100,784,2934,12546,13432,43200,20340,12960,2820,2340,4740,1.6875,0,78,70,80,87,85,100,85,59,87
2/18/2022,69,55,10,100,98,75,91,81,19920,21480,1560,690,9570,9660,105,93,750,10860,2022-02-18T00:35:00.000-05:00,2022-02-18T06:33:00.000-05:00,63.21,53,62,-0.14,0.11,11.875,85,61,100,78,100,100,297,2407,7136,5310,40080,24420,13500,1620,0,6780,1.375,0,62,58,75,26,71,100,84,63,31
2/19/2022,66,43,48,96,90,73,72,90,16890,19200,2310,3240,8340,5310,81,88,330,9690,2022-02-19T00:37:01.000-05:00,2022-02-19T05:57:01.000-05:00,60.05,49,46,0.03,0.08,12,78,65,95,60,96,98,171,2232,3786,2831,37740,25320,11760,180,0,11400,1.28125,1,64,50,66,87,74,100,100,57,6
2/20/2022,72,54,45,100,83,79,91,94,19470,22800,3330,3060,7830,8580,99,85,750,11790,2022-02-19T23:54:58.000-05:00,2022-02-20T06:14:58.000-05:00,49.3,42,78,0.01,0.13,11.375,84,64,100,60,96,97,299,2383,7410,5440,38340,26580,12060,1980,0,7440,1.375,0,76,65,61,94,80,100,86,70,100
2/21/2022,73,65,23,100,93,74,81,89,22200,24960,2760,1590,10920,9690,103,89,510,12510,2022-02-20T23:51:23.000-05:00,2022-02-21T06:47:23.000-05:00,49.55,45,65,-0.69,-0.12,11.375,82,56,95,60,96,95,163,2239,3702,2418,42420,32340,8040,900,0,2700,1.28125,1,76,68,61,88,81,81,90,74,88
2/22/2022,71,62,24,100,90,72,67,100,21540,24360,2820,1680,10380,9480,115,88,210,12510,2022-02-21T22:35:02.000-05:00,2022-02-22T05:21:02.000-05:00,51.5,43,78,0.26,-0.03,12.25,72,64,95,43,71,69,181,2287,4121,2793,40140,25440,11520,180,0,9120,1.3125,1,75,63,60,91,87,83,87,85,71
2/23/2022,73,52,46,100,96,87,75,100,19080,21000,1920,3090,5790,10200,124,91,360,10680,2022-02-22T23:00:42.000-05:00,2022-02-23T04:50:42.000-05:00,53.05,43,67,0.01,0.1,12,76,64,95,43,71,94,507,2599,7444,8185,38940,26760,10920,1920,1320,6540,1.46875,1,77,68,57,92,92,100,95,86,70
2/24/2022,88,88,62,100,99,83,89,95,27690,29520,1830,4200,13830,9660,149,94,690,14640,2022-02-23T23:04:30.000-05:00,2022-02-24T07:16:30.000-05:00,54.29,46,67,-0.41,0.02,11.25,68,67,95,25,40,85,326,2436,7511,6031,36180,29940,17100,1200,0,1980,1.375,1,82,100,64,60,86,91,92,87,100
2/25/2022,82,74,78,97,96,75,75,100,24510,26820,2310,5190,12510,6810,201,91,360,13650,2022-02-24T21:41:29.000-07:00,2022-02-25T05:08:29.000-07:00,58.33,49,59,-0.18,-0.11,12.875,77,72,100,43,71,96,619,2774,10229,10607,37260,24000,19680,1200,1320,2940,1.59375,0,83,89,67,90,85,99,100,87,74
3/2/2022,86,76,90,100,95,77,94,100,24930,27600,2670,6060,9540,9330,112,90,780,13800,2022-03-01T23:07:36.000-05:00,2022-03-02T06:47:36.000-05:00,55.61,46,68,-0.11,-0.08,12.375,76,58,100,43,71,96,252,2406,6092,3868,41160,27000,14280,960,0,3000,1.375,0,80,99,None,45,None,100,96,None,60
3/3/2022,85,79,80,98,99,83,75,100,25620,27360,1740,5340,13290,6990,164,94,390,13530,2022-03-02T23:07:25.000-05:00,2022-03-03T06:43:25.000-05:00,56.53,46,72,-0.17,-0.03,12,73,45,95,43,71,91,184,2310,4222,2938,47580,24420,11880,300,0,2220,1.3125,1,83,97,None,100,None,99,97,None,26
3/4/2022,74,61,52,96,98,74,89,84,21180,22800,1620,3510,12000,5670,111,93,690,11430,2022-03-04T00:19:01.000-05:00,2022-03-04T06:39:01.000-05:00,56.82,49,54,0.28,0.13,12.25,80,98,78,43,71,97,714,2818,10356,11573,39420,29100,11100,1260,2340,3180,1.59375,2,85,69,74,100,91,81,100,86,93
3/5/2022,66,59,44,98,76,68,37,93,20820,25320,4500,2970,10920,6930,155,82,2280,13500,2022-03-04T23:27:32.000-05:00,2022-03-05T06:29:32.000-05:00,52.9,44,65,0.48,0.39,12.25,75,64,78,43,71,96,125,2160,2989,2144,37740,27240,7920,180,0,13320,1.25,2,69,49,71,80,85,63,86,87,48
3/6/2022,82,82,69,100,96,78,70,78,26370,28920,2550,4620,11340,10410,117,91,270,14370,2022-03-05T23:42:27.000-05:00,2022-03-06T07:44:27.000-05:00,52.45,46,70,0.01,0.38,12,86,75,100,60,96,99,877,3048,14165,14486,35520,26520,15120,2940,2460,3840,1.75,0,89,90,75,94,92,100,98,88,100
3/7/2022,81,70,94,100,100,79,70,80,23310,24420,1110,6270,6060,10980,114,95,240,12120,2022-03-07T00:16:27.000-05:00,2022-03-07T07:03:27.000-05:00,50.18,45,59,-0.56,None,11.375,83,60,100,60,96,98,146,2228,3236,2131,40620,29280,9660,300,120,6420,1.28125,0,78,87,75,27,71,86,91,86,100
3/8/2022,83,72,96,98,97,80,67,100,23970,26040,2070,7080,9690,7200,109,92,180,13050,2022-03-07T23:03:35.000-05:00,2022-03-08T06:17:35.000-05:00,53.65,46,52,-0.11,-0.14,12.125,79,64,100,43,96,98,538,2720,8692,9712,38940,23220,17700,3420,300,2820,1.5625,0,87,92,76,91,79,100,99,79,100
3/9/2022,81,69,83,100,95,83,75,86,23280,25800,2520,5580,8280,9420,86,90,390,13080,2022-03-08T23:48:14.000-05:00,2022-03-09T06:58:14.000-05:00,54.64,45,65,0.14,0.01,11.5,78,54,100,43,96,97,236,2380,5155,3826,43380,24840,13140,660,0,4380,1.375,0,76,87,75,72,69,93,92,81,45
3/10/2022,75,58,72,98,99,72,67,100,20550,21900,1350,4830,8310,7410,113,94,180,10770,2022-03-09T23:56:15.000-05:00,2022-03-10T06:01:15.000-05:00,55.09,46,46,0.08,0.18,12.125,84,66,95,60,100,98,692,2834,10068,11106,37800,24000,13920,1440,2040,7200,1.625,1,74,72,71,87,75,98,100,71,32
3/11/2022,77,74,86,100,81,73,46,89,24510,29340,4830,5730,9930,8850,131,84,2100,15150,2022-03-10T23:08:16.000-05:00,2022-03-11T07:17:16.000-05:00,57.92,49,80,-0.01,0.17,12,81,71,100,43,96,97,340,2431,7812,6189,35400,32940,12660,2280,0,3120,1.375,0,71,77,72,44,65,100,100,82,31
3/12/2022,79,60,74,96,93,85,86,100,21000,23580,2580,4950,10590,5460,79,89,1200,12060,2022-03-11T22:47:03.000-05:00,2022-03-12T05:20:03.000-05:00,57.32,47,67,0.16,0.2,12.625,79,73,95,43,96,96,120,2123,2834,1928,34140,34320,7020,240,0,10680,1.21875,1,80,83,69,100,73,91,100,84,55
3/13/2022,88,90,90,96,83,73,86,99,28320,33240,4920,6060,16620,5640,143,85,630,17820,2022-03-12T22:03:22.000-04:00,2022-03-13T07:17:22.000-04:00,54.86,47,79,0.08,0.21,12.125,83,89,100,43,96,98,856,2993,13024,14150,30840,27060,15240,2040,2400,8820,1.71875,0,85,100,75,98,80,98,100,87,51
3/14/2022,75,73,31,97,93,74,70,91,24090,27120,3030,2160,15240,6690,116,89,240,13530,2022-03-13T23:31:27.000-04:00,2022-03-14T07:03:27.000-04:00,49.93,40,76,-0.17,0.12,12.125,86,77,95,60,100,98,439,2560,5549,7983,31680,27900,15120,3300,0,8400,1.46875,1,69,72,76,39,68,99,73,89,41
3/15/2022,74,54,43,98,90,79,99,100,19470,22020,2550,2940,9300,7230,109,88,900,11460,2022-03-14T23:23:40.000-04:00,2022-03-15T05:30:40.000-04:00,53.41,46,65,-0.08,0.04,12.5,81,53,95,60,96,97,213,2343,4748,3549,43560,25740,13380,300,0,3420,1.34375,1,78,70,71,89,66,100,98,89,57
3/16/2022,82,69,58,100,95,86,94,100,23190,25860,2670,3870,7170,12150,93,90,1020,13650,2022-03-15T22:32:41.000-04:00,2022-03-16T05:43:41.000-04:00,51,45,76,-0.41,-0.11,11.625,81,62,78,60,96,96,348,2476,7945,6245,39360,23940,14400,1860,60,6780,1.40625,2,85,90,71,90,72,91,95,91,100
3/17/2022,81,79,47,100,90,83,81,92,25530,28860,3330,3180,13650,8700,162,88,510,13980,2022-03-16T23:22:02.000-04:00,2022-03-17T07:23:02.000-04:00,52.29,43,63,0.35,0.07,12,78,76,100,43,71,95,189,2266,4208,3138,32700,30180,12180,540,0,10800,1.28125,0,81,87,74,84,72,75,95,90,58
3/18/2022,70,57,39,96,88,72,72,100,20400,23580,3180,2610,12270,5520,109,87,300,11760,2022-03-17T23:02:30.000-04:00,2022-03-18T05:35:30.000-04:00,55.37,46,67,-0.09,0.13,12.875,81,45,95,60,96,99,981,3152,12494,15798,47220,19440,10740,1380,3420,4200,1.8125,1,77,60,70,98,78,100,100,90,39
3/19/2022,64,41,25,100,93,73,72,100,16380,18480,2100,1710,5310,9360,80,89,330,9330,2022-03-19T00:12:08.000-04:00,2022-03-19T05:20:08.000-04:00,57.18,50,63,-0.14,0.09,12.875,91,77,100,78,100,100,591,2653,10221,11403,31920,33720,11160,5520,60,4020,1.5,0,58,45,62,1,61,100,70,89,55
3/20/2022,68,48,21,100,97,82,72,100,18000,19500,1500,1440,6420,10140,103,92,330,9870,2022-03-20T00:06:31.000-04:00,2022-03-20T05:31:31.000-04:00,56.8,49,48,-0.09,None,11.75,93,95,100,78,100,100,792,2839,12969,13496,22860,36420,8400,2640,3060,13020,1.59375,0,69,55,56,80,53,100,87,84,73
3/21/2022,76,66,37,97,97,77,81,100,22500,24540,2040,2490,13260,6750,144,92,480,12270,2022-03-20T22:28:37.000-04:00,2022-03-21T05:17:37.000-04:00,50.8,44,66,-0.1,None,12.5,87,77,95,78,100,100,612,2714,8072,10032,32100,23580,9480,1140,1920,18180,1.5625,1,66,75,56,44,49,100,100,85,39
3/22/2022,71,63,16,98,95,73,67,100,21780,24180,2400,1110,13020,7650,93,90,180,12180,2022-03-21T22:43:01.000-04:00,2022-03-22T05:26:01.000-04:00,54.24,44,58,0.16,0.11,11.875,81,55,60,95,100,100,441,2561,7671,7016,42420,28440,10080,1260,1500,2700,1.46875,3,64,63,57,62,51,92,100,82,15
3/23/2022,87,79,96,100,98,84,70,100,25680,27480,1800,7140,9390,9150,113,93,270,13980,2022-03-22T22:27:10.000-04:00,2022-03-23T06:05:10.000-04:00,53.17,45,59,-0.27,0.04,12.5,82,47,100,95,100,100,160,2280,3528,2318,48540,24180,10680,240,0,2760,1.3125,0,78,100,61,55,53,96,100,80,97
3/24/2022,56,24,2,97,93,79,64,100,11790,13200,1410,90,5160,6540,57,89,150,6420,2022-03-23T22:34:45.000-04:00,2022-03-24T02:14:45.000-04:00,50.98,46,58,0.17,0.09,12.625,90,44,95,95,100,98,161,2288,3505,2497,50820,24000,9540,480,0,1560,1.3125,1,63,24,50,91,64,90,100,77,52
3/25/2022,71,54,23,97,96,79,91,100,19680,21660,1980,1620,11580,6480,111,91,1080,11250,2022-03-24T21:00:59.000-04:00,2022-03-25T03:01:59.000-04:00,59.51,51,56,0.42,0.29,12.375,91,54,95,95,100,97,469,2621,7331,7730,43140,26040,12000,2100,720,2400,1.5,1,61,62,48,83,72,69,67,74,34
3/26/2022,70,53,53,96,83,75,67,100,19260,22620,3360,3600,10170,5490,98,85,180,11160,2022-03-25T22:35:00.000-04:00,2022-03-26T04:52:00.000-04:00,55.17,45,49,0.04,0.33,12.5,93,70,95,95,100,98,568,2638,8463,10955,35460,24360,8100,6300,60,12120,1.5,1,66,60,46,75,72,100,99,67,57
3/27/2022,73,79,81,100,39,81,72,40,25680,38760,13080,5430,8340,11910,87,66,330,17640,2022-03-27T00:04:06.000-04:00,2022-03-27T10:50:06.000-04:00,55.96,48,66,-0.12,0.17,11.625,89,84,78,78,100,97,285,2326,6477,5461,23880,39060,12840,1080,0,9540,1.3125,2,74,68,52,79,69,100,99,72,100
3/28/2022,74,58,36,100,98,89,70,100,20550,22140,1590,2460,6690,11400,113,93,240,11100,2022-03-27T23:42:16.000-04:00,2022-03-28T05:51:16.000-04:00,55.07,47,66,-0.38,-0.07,11.875,84,63,100,78,96,96,351,2481,5923,6458,38100,26160,14640,2220,0,5280,1.40625,0,68,70,52,100,74,92,84,75,35
3/29/2022,80,70,55,100,99,87,70,100,23430,24840,1410,3690,10080,9660,109,94,240,12330,2022-03-28T22:51:03.000-04:00,2022-03-29T05:45:03.000-04:00,52.62,45,59,-0.35,-0.21,12.25,73,53,100,60,71,95,301,2465,6892,5155,43500,23100,16620,840,60,2280,1.40625,0,79,85,56,87,75,93,100,74,100
3/30/2022,75,58,35,100,98,80,91,100,20610,22080,1470,2400,7980,10230,91,93,750,11190,2022-03-29T23:49:05.000-04:00,2022-03-30T05:57:05.000-04:00,56.15,46,57,0.2,-0.03,12.25,89,74,100,78,96,96,392,2472,3747,7104,32940,29100,10320,3240,0,10800,1.40625,0,68,73,55,83,77,88,100,73,10
3/31/2022,79,69,56,99,100,86,67,100,23070,24300,1230,3780,11430,7860,101,95,180,12000,2022-03-30T22:33:49.000-04:00,2022-03-31T05:18:49.000-04:00,53.69,45,55,-0.28,None,12.125,86,55,100,78,96,91,207,2334,4455,3100,42600,26760,12600,600,120,3720,1.34375,0,72,83,59,90,77,96,98,71,29
4/1/2022,86,77,80,98,100,94,70,100,25110,26160,1050,5370,12870,6870,110,96,240,13020,2022-03-31T22:43:58.000-04:00,2022-04-01T05:59:58.000-04:00,55.69,48,46,-0.06,None,12.25,73,40,95,60,71,67,115,2236,2716,1486,48600,22380,8220,60,0,7140,1.28125,1,77,100,64,88,83,100,96,64,51
4/2/2022,79,75,74,99,99,73,72,74,24780,26340,1560,4950,12120,7710,131,94,300,13080,2022-04-02T00:12:49.000-04:00,2022-04-02T07:31:49.000-04:00,53.02,44,57,0.16,0.07,11.875,81,62,100,60,71,96,690,2799,9750,11658,39480,26880,10800,2400,1620,5220,1.59375,0,75,82,67,88,91,91,95,66,39
4/3/2022,74,65,50,99,88,73,94,72,22170,25560,3390,3390,10590,8190,114,87,780,12930,2022-04-03T00:19:04.000-04:00,2022-04-03T07:25:04.000-04:00,52.08,43,60,-0.48,-0.05,11.625,82,72,95,60,71,96,260,2320,2702,4345,34440,32400,8280,2160,120,9000,1.3125,1,70,69,67,46,81,88,95,68,53
4/4/2022,73,57,61,98,95,76,64,100,20220,22500,2280,4140,9030,7050,89,90,150,11160,2022-04-03T23:25:59.000-04:00,2022-04-04T05:40:59.000-04:00,50.59,42,52,-0.01,-0.08,11.625,73,45,95,43,71,96,177,2289,3765,2753,45840,26460,10080,720,60,3240,1.3125,1,78,68,65,100,86,100,100,65,83
4/5/2022,77,64,49,100,100,82,78,100,21870,23100,1230,3270,9180,9420,93,95,450,11520,2022-04-04T23:12:15.000-04:00,2022-04-05T05:37:15.000-04:00,52.86,44,65,0.24,0.07,11.75,76,59,100,43,71,95,273,2391,6407,4824,40560,23760,10860,1800,0,9420,1.375,0,76,78,65,86,90,84,100,71,45
4/6/2022,77,59,48,100,99,92,75,100,20850,22200,1350,3240,7980,9630,143,94,390,10950,2022-04-05T23:25:51.000-04:00,2022-04-06T05:35:51.000-04:00,52.39,44,60,-0.03,0.16,12.125,75,53,95,43,71,97,675,2800,9655,10886,42180,25680,10440,1740,1980,4380,1.59375,1,81,78,63,88,91,100,100,73,94
4/7/2022,76,58,49,97,90,80,97,100,20640,23580,2940,3270,10740,6630,120,88,870,11910,2022-04-06T22:49:59.000-04:00,2022-04-07T05:22:59.000-04:00,50.03,43,62,-0.17,0.04,12.25,71,44,78,43,71,96,176,2277,3982,2879,48360,23940,11100,420,0,2580,1.3125,2,75,75,62,67,82,99,96,76,74
4/8/2022,77,67,51,100,97,77,75,98,22590,24480,1890,3450,8190,10950,147,92,360,12120,2022-04-07T23:40:53.000-04:00,2022-04-08T06:28:53.000-04:00,50.85,44,64,0.58,0.24,12.125,86,81,100,60,96,97,521,2605,9494,9897,30480,27480,13980,4020,0,10440,1.5,0,76,78,62,85,88,55,100,80,70
4/9/2022,74,66,40,99,93,82,78,75,22470,25140,2670,2760,11910,7800,121,89,450,12720,2022-04-09T00:16:59.000-04:00,2022-04-09T07:15:59.000-04:00,51.36,40,61,-0.03,0.27,12.5,87,86,100,60,96,98,535,2591,9641,10356,27420,30720,9960,5160,120,13020,1.5,0,74,70,63,86,81,100,89,81,58
4/10/2022,70,55,46,100,93,71,64,100,19800,22140,2340,3090,7920,8790,72,89,150,11130,2022-04-09T22:41:55.000-04:00,2022-04-10T04:50:55.000-04:00,49.97,43,65,-0.54,-0.02,11.375,83,66,95,60,100,98,388,2417,9780,7285,38040,32940,8280,3960,60,3120,1.375,1,74,60,60,86,77,86,98,84,59
4/11/2022,71,69,33,97,67,73,64,100,23250,29700,6450,2250,14190,6810,130,78,120,14040,2022-04-10T22:56:00.000-04:00,2022-04-11T07:11:00.000-04:00,52.22,47,59,0.33,None,11.25,87,71,100,78,100,99,528,2632,5241,9704,36360,27120,11400,5340,60,6120,1.53125,0,77,63,62,84,76,77,89,83,100
4/12/2022,69,43,46,100,98,81,72,100,16980,18180,1200,3090,5280,8610,74,93,300,9150,2022-04-11T22:20:00.000-04:00,2022-04-12T03:23:00.000-04:00,52.61,45,70,0.16,0.17,12.375,82,62,100,78,100,99,386,2483,4237,6632,39900,24600,13260,2760,0,5880,1.4375,0,70,58,56,100,77,91,100,86,19
4/13/2022,89,89,98,97,99,73,70,100,27990,29640,1650,7860,13440,6690,113,94,270,14850,2022-04-12T22:34:47.000-04:00,2022-04-13T06:48:47.000-04:00,52.72,42,53,-0.41,0.05,12,75,66,95,60,100,97,270,2410,6147,4287,37500,27900,17340,660,0,3000,1.40625,1,78,100,63,84,77,91,95,83,45
4/14/2022,73,62,40,97,93,74,72,100,21420,24180,2760,2670,12030,6720,91,89,300,12510,2022-04-13T22:55:00.000-04:00,2022-04-14T05:38:00.000-04:00,53.09,43,71,0.35,0.09,12,81,47,95,60,100,96,124,2228,2681,1550,46740,25620,7620,480,0,5940,1.28125,1,71,67,62,93,80,75,95,87,11
4/15/2022,78,91,22,100,69,74,67,94,28440,35820,7380,1500,16860,10080,131,79,180,16710,2022-04-14T22:31:00.000-04:00,2022-04-15T08:28:00.000-04:00,54.36,46,62,0.54,0.36,12,85,68,100,60,100,99,884,2962,15202,15619,33120,28320,10320,3360,3060,8220,1.71875,0,80,80,71,90,87,59,100,86,100
4/16/2022,73,53,53,98,97,88,72,93,19410,21120,1710,3570,8760,7080,112,92,300,10710,2022-04-16T00:13:01.000-04:00,2022-04-16T06:05:01.000-04:00,56.16,45,61,0.01,0.39,11.875,77,61,78,43,100,97,99,2094,2333,1628,39840,29580,5520,480,0,10980,1.21875,2,66,68,67,22,73,100,100,86,14
4/17/2022,79,86,64,97,88,74,64,65,27360,31500,4140,4290,16350,6720,133,87,150,16110,2022-04-16T23:40:21.000-04:00,2022-04-17T08:25:21.000-04:00,50.36,43,67,-0.27,0.1,11.625,80,71,100,43,96,96,215,2247,4805,3809,35400,31500,11040,780,0,7680,1.28125,0,86,83,73,95,80,96,100,87,100
4/18/2022,76,66,50,100,86,70,91,100,22350,25980,3630,3420,9150,9780,158,86,1050,13710,2022-04-17T23:10:33.000-04:00,2022-04-18T06:23:33.000-04:00,48.9,42,80,-0.16,-0.07,12,78,70,78,43,96,98,796,2888,10862,12887,35220,29580,13740,1260,2640,3960,1.65625,2,82,75,72,95,83,100,93,90,76
4/19/2022,78,64,50,99,97,78,91,100,21930,23820,1890,3360,10740,7830,128,92,750,12090,2022-04-18T22:46:04.000-04:00,2022-04-19T05:23:04.000-04:00,52.25,44,68,-0.34,-0.16,12,71,43,78,43,71,98,278,2391,6246,4819,48300,20760,12900,1560,60,2820,1.40625,2,73,80,72,29,71,93,100,90,49
4/20/2022,80,75,76,100,90,83,67,76,24570,28080,3510,5100,10890,8580,176,88,210,13170,2022-04-20T00:06:35.000-04:00,2022-04-20T07:54:35.000-04:00,54.27,45,77,-0.17,-0.15,11.75,85,75,95,60,96,99,616,2678,7855,11296,33540,30900,12060,4380,660,4860,1.53125,1,81,85,74,79,74,99,98,92,60
4/21/2022,76,72,67,99,93,73,40,100,23790,26820,3030,4470,11280,8040,139,89,2220,14100,2022-04-20T22:50:59.000-04:00,2022-04-21T06:17:59.000-04:00,52.01,42,78,-0.26,-0.16,11.75,83,59,95,60,96,97,130,2154,3024,1991,40920,28980,7980,360,0,8160,1.25,1,77,75,74,68,66,96,100,94,50
4/22/2022,77,63,37,100,98,85,86,100,21630,23220,1590,2520,9960,9150,104,93,630,11820,2022-04-21T23:26:56.000-04:00,2022-04-22T05:53:56.000-04:00,53.61,46,68,-0.05,-0.09,11.75,83,60,100,60,96,99,684,2813,10236,11259,40500,25020,12660,2400,2040,3780,1.625,0,79,78,72,94,75,100,89,93,51
4/23/2022,87,79,63,99,100,94,86,100,25620,27060,1440,4230,13350,8040,115,95,600,13500,2022-04-22T22:58:59.000-04:00,2022-04-23T06:29:59.000-04:00,53.34,45,58,0.05,0.01,12.375,84,66,100,60,96,98,229,2278,5177,4262,36900,26100,10380,1380,0,11640,1.3125,0,78,100,75,37,67,100,100,91,52
4/24/2022,81,75,47,100,97,80,83,96,24600,26760,2160,3180,10860,10560,149,92,570,13830,2022-04-23T23:15:42.000-04:00,2022-04-24T06:41:42.000-04:00,53.83,46,56,-0.31,-0.05,12.375,92,83,100,78,100,99,703,2767,13107,13717,29460,31320,12480,7080,0,6060,1.59375,0,83,87,76,93,73,94,81,89,84
4/25/2022,83,73,95,98,97,80,64,100,24120,26160,2040,6420,10830,6870,124,92,150,13320,2022-04-24T23:14:16.000-04:00,2022-04-25T06:30:16.000-04:00,50.54,43,58,0.06,-0.03,11.875,88,59,100,78,100,100,754,2865,10594,12284,41040,24780,12660,1740,2340,3840,1.65625,0,83,92,77,78,61,100,100,87,81
4/26/2022,81,58,95,100,97,80,91,100,20580,22260,1680,6330,4620,9630,89,92,750,11250,2022-04-25T23:33:45.000-04:00,2022-04-26T05:44:45.000-04:00,52.94,44,57,-0.24,-0.07,11.75,88,64,100,78,100,99,367,2514,8654,6431,38700,23460,20460,1200,0,2580,1.46875,0,73,87,73,29,54,97,88,85,73
4/27/2022,73,54,68,78,81,79,99,100,19500,23340,3840,4560,11070,3870,107,84,900,11790,2022-04-26T23:06:49.000-04:00,2022-04-27T05:35:49.000-04:00,56.79,48,48,0.01,-0.02,11.625,85,65,95,78,100,99,395,2508,4858,7003,38400,24180,14520,2760,0,6540,1.46875,1,69,67,68,87,57,100,72,76,56
4/28/2022,80,64,61,100,99,82,89,100,21900,23400,1500,4140,9000,8760,95,94,660,11790,2022-04-27T22:46:26.000-04:00,2022-04-28T05:16:26.000-04:00,58.35,49,69,0.31,0.13,12,75,43,60,78,100,97,107,2157,2586,1532,48420,26460,6900,300,0,4320,1.25,3,71,85,66,86,59,78,65,81,52
4/29/2022,83,74,79,100,97,84,67,100,24510,26640,2130,5280,10620,8610,111,92,180,13200,2022-04-28T22:25:03.000-04:00,2022-04-29T05:49:03.000-04:00,53.74,45,79,-0.57,-0.04,11.75,87,58,95,78,100,98,675,2754,10668,11644,41160,24660,10080,1920,1980,6600,1.59375,1,80,92,68,89,70,86,97,86,54
4/30/2022,86,80,84,100,93,74,89,100,25770,28860,3090,5640,11190,8940,162,89,1140,14550,2022-04-29T22:36:32.000-04:00,2022-04-30T06:37:32.000-04:00,57.21,45,79,-0.05,-0.13,12.25,97,90,100,95,100,100,723,2780,12815,14217,26700,30960,11580,7620,120,9420,1.59375,0,75,99,71,39,64,100,82,89,64
5/1/2022,79,72,60,100,97,75,67,100,23910,25860,1950,4020,10620,9270,189,92,180,12930,2022-04-30T22:17:33.000-04:00,2022-05-01T05:28:33.000-04:00,54.19,46,68,0.46,0.09,11.875,89,75,100,78,100,99,361,2429,3402,6416,33060,25980,9300,3240,60,14760,1.40625,0,77,82,72,79,57,66,97,89,51
5/2/2022,72,72,29,99,69,69,70,100,23880,30060,6180,1950,13710,8220,223,79,240,12900,2022-05-01T22:05:55.000-04:00,2022-05-02T06:26:55.000-04:00,52.37,44,68,0.1,0.27,12.5,86,73,95,78,100,100,471,2561,4045,8251,36720,26880,10680,3900,0,8220,1.5,1,77,64,73,90,62,96,100,89,56
5/3/2022,78,78,58,98,62,67,86,100,25350,33360,8010,3900,13800,7650,201,76,600,15480,2022-05-02T22:15:42.000-04:00,2022-05-03T07:31:42.000-04:00,54.88,43,69,0.42,0.36,12.25,86,60,100,95,100,100,667,2766,6067,12185,39900,23940,11820,6360,0,4380,1.59375,0,80,80,76,84,63,69,100,90,63
